location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
GLASSCOCK COUNTY,TX,Black,32,2.0,0.019,0.006,NA,0.433,0.333,NA
GLASSCOCK COUNTY,TX,Hispanic,248,0.824,0.006,0.0,NA,0.556,0.143,NA
GLASSCOCK COUNTY,TX,White,399,0.616,0.006,0.002,NA,0.451,0.5,NA
GOLIAD COUNTY,TX,Black,116,0.46,0.027,0.007,NA,0.359,0.688,NA
GOLIAD COUNTY,TX,Hispanic,883,0.452,0.028,0.012,NA,0.34,0.317,NA
GOLIAD COUNTY,TX,White,1090,0.293,0.022,0.006,NA,0.28,0.43,NA
GONZALES COUNTY,TX,Black,1423,1.396,0.02,0.01,NA,0.564,0.317,0.213
GONZALES COUNTY,TX,Hispanic,4584,0.684,0.024,0.015,NA,0.504,0.227,0.147
GONZALES COUNTY,TX,White,7186,0.966,0.009,0.005,NA,0.432,0.409,0.243
GRAY COUNTY,TX,Black,199,0.208,0.035,0.014,NA,0.309,0.257,NA
GRAY COUNTY,TX,Hispanic,1082,0.269,0.016,0.01,NA,0.317,0.364,NA
GRAY COUNTY,TX,White,3538,0.286,0.011,0.005,NA,0.236,0.419,NA
GRAYSON COUNTY,TX,Black,831,0.153,0.026,0.011,NA,0.288,0.217,0.155
GRAYSON COUNTY,TX,Hispanic,1205,0.127,0.02,0.007,NA,0.346,0.203,0.12
GRAYSON COUNTY,TX,White,9412,0.121,0.01,0.003,NA,0.265,0.222,0.168
GREGG COUNTY,TX,Black,4278,0.232,0.049,0.017,NA,0.195,0.449,0.185
GREGG COUNTY,TX,Hispanic,2185,0.161,0.034,0.011,NA,0.24,0.359,0.231
GREGG COUNTY,TX,White,10604,0.176,0.021,0.007,NA,0.152,0.479,0.264
GRIMES COUNTY,TX,Black,894,0.254,0.067,0.017,NA,0.329,0.453,NA
GRIMES COUNTY,TX,Hispanic,839,0.199,0.057,0.013,NA,0.37,0.415,NA
GRIMES COUNTY,TX,White,2761,0.203,0.035,0.011,NA,0.323,0.459,NA
GUADALUPE COUNTY,TX,Black,1292,0.167,0.021,0.008,NA,0.253,0.522,0.233
GUADALUPE COUNTY,TX,Hispanic,5675,0.151,0.017,0.006,NA,0.255,0.414,0.225
GUADALUPE COUNTY,TX,White,9113,0.149,0.007,0.002,NA,0.193,0.455,0.331
HALE COUNTY,TX,Black,365,0.255,0.046,0.022,NA,0.259,0.381,NA
HALE COUNTY,TX,Hispanic,2946,0.21,0.028,0.014,NA,0.181,0.339,NA
HALE COUNTY,TX,White,3875,0.363,0.015,0.008,NA,0.148,0.403,NA
HALL COUNTY,TX,Black,77,0.44,0.01,0.003,NA,0.483,0.75,NA
HALL COUNTY,TX,Hispanic,215,0.301,0.016,0.006,NA,0.467,0.412,NA
HALL COUNTY,TX,White,752,0.469,0.005,0.002,NA,0.375,0.65,NA
HAMILTON COUNTY,TX,Black,62,1.378,0.023,0.0,NA,0.387,0.143,NA
HAMILTON COUNTY,TX,Hispanic,230,0.372,0.014,0.007,NA,0.315,0.25,NA
HAMILTON COUNTY,TX,White,1790,0.299,0.009,0.001,NA,0.23,0.272,NA
HANSFORD COUNTY,TX,Black,9,0.36,0.0,0.0,NA,0.167,NA,NA
HANSFORD COUNTY,TX,Hispanic,324,0.195,0.001,0.0,NA,0.113,1.0,NA
HANSFORD COUNTY,TX,White,597,0.253,0.0,0.0,NA,0.056,NA,NA
HARDEMAN COUNTY,TX,Black,177,0.994,0.016,0.006,NA,0.284,0.214,NA
HARDEMAN COUNTY,TX,Hispanic,470,0.801,0.018,0.009,NA,0.311,0.31,NA
HARDEMAN COUNTY,TX,White,1831,0.787,0.007,0.002,NA,0.184,0.4,NA
HARDIN COUNTY,TX,Black,669,0.288,0.016,0.004,NA,0.181,0.352,0.261
HARDIN COUNTY,TX,Hispanic,362,0.193,0.017,0.006,NA,0.223,0.3,0.202
HARDIN COUNTY,TX,White,6287,0.165,0.013,0.004,NA,0.153,0.409,0.217
HARRIS COUNTY,TX,Black,14179,0.023,0.016,0.004,NA,0.344,0.376,0.163
HARRIS COUNTY,TX,Hispanic,18020,0.014,0.011,0.002,NA,0.411,0.372,0.213
HARRIS COUNTY,TX,White,19755,0.017,0.009,0.003,NA,0.403,0.385,0.172
HARRISON COUNTY,TX,Black,5314,0.479,0.029,0.016,NA,0.253,0.266,0.162
HARRISON COUNTY,TX,Hispanic,2018,0.419,0.032,0.02,NA,0.277,0.178,0.115
HARRISON COUNTY,TX,White,14099,0.409,0.012,0.006,NA,0.218,0.283,0.181
HARTLEY COUNTY,TX,Black,160,0.369,0.059,0.011,NA,0.267,0.638,NA
HARTLEY COUNTY,TX,Hispanic,1002,0.849,0.046,0.017,NA,0.191,0.391,NA
HARTLEY COUNTY,TX,White,3617,1.097,0.035,0.011,NA,0.155,0.558,NA
HASKELL COUNTY,TX,Black,151,0.821,0.015,0.008,NA,0.343,0.182,NA
HASKELL COUNTY,TX,Hispanic,544,0.497,0.014,0.01,NA,0.31,0.158,NA
HASKELL COUNTY,TX,White,1962,0.571,0.005,0.003,NA,0.208,0.38,NA
HAYS COUNTY,TX,Black,867,0.178,0.024,0.006,NA,0.402,0.388,0.188
HAYS COUNTY,TX,Hispanic,5048,0.109,0.018,0.006,NA,0.388,0.372,0.207
HAYS COUNTY,TX,White,8886,0.106,0.012,0.003,NA,0.384,0.368,0.206
HEMPHILL COUNTY,TX,Black,17,1.7,0.0,0.0,NA,0.295,NA,NA
HEMPHILL COUNTY,TX,Hispanic,339,0.435,0.009,0.005,NA,0.273,0.25,NA
HEMPHILL COUNTY,TX,White,979,0.464,0.004,0.002,NA,0.173,0.4,NA
HENDERSON COUNTY,TX,Black,1087,0.28,0.027,0.011,NA,0.224,0.313,0.196
HENDERSON COUNTY,TX,Hispanic,1237,0.206,0.021,0.008,NA,0.256,0.219,0.168
HENDERSON COUNTY,TX,White,8593,0.164,0.019,0.008,NA,0.192,0.298,0.165
HIDALGO COUNTY,TX,Black,464,0.178,0.027,0.023,NA,0.278,0.032,0.149
HIDALGO COUNTY,TX,Hispanic,76863,0.151,0.015,0.01,NA,0.329,0.108,0.139
HIDALGO COUNTY,TX,White,4785,0.094,0.013,0.008,NA,0.244,0.147,0.159
HILL COUNTY,TX,Black,1324,0.772,0.043,0.014,NA,0.347,0.373,0.171
HILL COUNTY,TX,Hispanic,2385,0.537,0.054,0.037,NA,0.337,0.176,0.115
HILL COUNTY,TX,White,7288,0.348,0.017,0.005,NA,0.265,0.28,0.198
HOCKLEY COUNTY,TX,Black,261,0.406,0.041,0.011,NA,0.399,0.426,NA
HOCKLEY COUNTY,TX,Hispanic,2207,0.299,0.029,0.01,NA,0.398,0.457,NA
HOCKLEY COUNTY,TX,White,2644,0.281,0.018,0.005,NA,0.341,0.475,NA
HOOD COUNTY,TX,Black,239,0.948,0.03,0.012,NA,0.218,0.444,0.201
HOOD COUNTY,TX,Hispanic,1571,0.39,0.018,0.006,NA,0.207,0.436,0.263
HOOD COUNTY,TX,White,10727,0.28,0.016,0.006,NA,0.163,0.454,0.232
HOPKINS COUNTY,TX,Black,1397,0.726,0.057,0.027,NA,0.144,0.375,0.163
HOPKINS COUNTY,TX,Hispanic,1363,0.376,0.048,0.036,NA,0.152,0.17,0.141
HOPKINS COUNTY,TX,White,7588,0.352,0.015,0.008,NA,0.109,0.35,0.244
HOUSTON COUNTY,TX,Black,748,0.156,0.025,0.006,NA,0.229,0.479,NA
HOUSTON COUNTY,TX,Hispanic,344,0.199,0.029,0.005,NA,0.284,0.2,NA
HOUSTON COUNTY,TX,White,2820,0.232,0.013,0.003,NA,0.198,0.322,NA
HOWARD COUNTY,TX,Black,335,0.183,0.021,0.013,NA,0.438,0.361,NA
HOWARD COUNTY,TX,Hispanic,1708,0.159,0.017,0.008,NA,0.464,0.347,NA
HOWARD COUNTY,TX,White,3296,0.209,0.009,0.004,NA,0.376,0.368,NA
HUDSPETH COUNTY,TX,Black,514,19.074,0.017,0.013,NA,0.3,0.244,0.217
HUDSPETH COUNTY,TX,Hispanic,4613,2.353,0.018,0.012,NA,0.304,0.22,0.157
HUDSPETH COUNTY,TX,White,2340,4.195,0.011,0.007,NA,0.224,0.357,0.202
HUNT COUNTY,TX,Black,2309,0.422,0.034,0.016,NA,0.302,0.438,0.21
HUNT COUNTY,TX,Hispanic,2268,0.275,0.026,0.016,NA,0.337,0.228,0.184
HUNT COUNTY,TX,White,11840,0.223,0.013,0.006,NA,0.264,0.387,0.251
HUTCHINSON COUNTY,TX,Black,76,0.178,0.024,0.003,NA,0.119,0.556,NA
HUTCHINSON COUNTY,TX,Hispanic,750,0.242,0.007,0.001,NA,0.109,0.68,NA
HUTCHINSON COUNTY,TX,White,2526,0.199,0.006,0.001,NA,0.066,0.7,NA
IRION COUNTY,TX,Black,57,4.75,0.011,0.004,NA,0.433,0.0,NA
IRION COUNTY,TX,Hispanic,520,1.605,0.012,0.005,NA,0.383,0.5,NA
IRION COUNTY,TX,White,896,0.985,0.011,0.005,NA,0.282,0.694,NA
JACK COUNTY,TX,Black,143,0.445,0.027,0.02,NA,0.251,0.789,NA
JACK COUNTY,TX,Hispanic,545,0.561,0.02,0.011,NA,0.292,0.4,NA
JACK COUNTY,TX,White,3399,0.585,0.014,0.008,NA,0.179,0.491,NA
JACKSON COUNTY,TX,Black,262,0.371,0.023,0.014,NA,0.226,0.4,NA
JACKSON COUNTY,TX,Hispanic,1498,0.492,0.022,0.019,NA,0.243,0.145,NA
JACKSON COUNTY,TX,White,1368,0.189,0.009,0.006,NA,0.16,0.311,NA
JASPER COUNTY,TX,Black,2575,0.588,0.005,0.002,NA,0.295,0.308,0.272
JASPER COUNTY,TX,Hispanic,948,0.632,0.005,0.003,NA,0.337,0.136,0.164
JASPER COUNTY,TX,White,14459,0.67,0.003,0.001,NA,0.268,0.346,0.248
JEFF DAVIS COUNTY,TX,Black,22,2.2,0.019,0.019,NA,0.257,0.0,NA
JEFF DAVIS COUNTY,TX,Hispanic,1069,1.655,0.019,0.013,NA,0.235,0.149,NA
JEFF DAVIS COUNTY,TX,White,755,0.58,0.006,0.002,NA,0.155,0.333,NA
JEFFERSON COUNTY,TX,Black,5462,0.084,0.024,0.012,NA,0.274,0.313,0.19
JEFFERSON COUNTY,TX,Hispanic,3078,0.094,0.016,0.008,NA,0.314,0.17,0.165
JEFFERSON COUNTY,TX,White,12472,0.136,0.012,0.004,NA,0.189,0.332,0.198
JIM HOGG COUNTY,TX,Black,27,1.688,0.022,0.008,NA,0.098,0.0,NA
JIM HOGG COUNTY,TX,Hispanic,3481,0.986,0.012,0.009,NA,0.144,0.192,NA
JIM HOGG COUNTY,TX,White,563,2.062,0.007,0.006,NA,0.097,0.1,NA
JIM WELLS COUNTY,TX,Black,175,1.067,0.011,0.01,NA,0.267,0.0,0.176
JIM WELLS COUNTY,TX,Hispanic,8736,0.361,0.009,0.006,NA,0.267,0.139,0.116
JIM WELLS COUNTY,TX,White,2053,0.323,0.007,0.003,NA,0.2,0.12,0.148
JOHNSON COUNTY,TX,Black,833,0.255,0.014,0.004,NA,0.302,0.397,0.32
JOHNSON COUNTY,TX,Hispanic,2659,0.132,0.015,0.006,NA,0.345,0.371,0.296
JOHNSON COUNTY,TX,White,11333,0.122,0.012,0.005,NA,0.296,0.604,0.297
JONES COUNTY,TX,Black,169,0.076,0.012,0.007,NA,0.23,0.4,NA
JONES COUNTY,TX,Hispanic,632,0.149,0.009,0.006,NA,0.239,0.621,NA
JONES COUNTY,TX,White,2577,0.255,0.005,0.003,NA,0.187,0.571,NA
KARNES COUNTY,TX,Black,236,0.201,0.016,0.002,NA,0.442,0.105,NA
KARNES COUNTY,TX,Hispanic,2347,0.399,0.017,0.003,NA,0.509,0.195,NA
KARNES COUNTY,TX,White,2450,0.492,0.015,0.002,NA,0.442,0.243,NA
KAUFMAN COUNTY,TX,Black,3900,0.462,0.051,0.022,NA,0.299,0.385,0.163
KAUFMAN COUNTY,TX,Hispanic,2505,0.19,0.026,0.014,NA,0.354,0.334,0.239
KAUFMAN COUNTY,TX,White,8431,0.144,0.022,0.01,NA,0.278,0.44,0.227
KENDALL COUNTY,TX,Black,92,0.482,0.035,0.017,NA,0.482,0.375,NA
KENDALL COUNTY,TX,Hispanic,983,0.169,0.023,0.008,NA,0.461,0.46,NA
KENDALL COUNTY,TX,White,2397,0.104,0.016,0.004,NA,0.35,0.449,NA
KENEDY COUNTY,TX,Black,31,5.167,0.0,0.0,NA,0.707,NA,NA
KENEDY COUNTY,TX,Hispanic,643,2.582,0.016,0.014,NA,0.543,0.02,NA
KENEDY COUNTY,TX,White,189,2.7,0.004,0.002,NA,0.48,0.0,NA
KENT COUNTY,TX,Black,3,0.375,0.154,0.077,NA,0.222,0.5,NA
KENT COUNTY,TX,Hispanic,27,0.281,0.022,0.022,NA,0.269,0.0,NA
KENT COUNTY,TX,White,149,0.282,0.013,0.003,NA,0.139,0.1,NA
KERR COUNTY,TX,Black,262,0.406,0.053,0.007,NA,0.264,0.594,NA
KERR COUNTY,TX,Hispanic,1989,0.223,0.024,0.003,NA,0.252,0.608,NA
KERR COUNTY,TX,White,4745,0.153,0.017,0.003,NA,0.16,0.65,NA
KIMBLE COUNTY,TX,Black,240,17.143,0.014,0.007,NA,0.435,0.353,NA
KIMBLE COUNTY,TX,Hispanic,1293,1.626,0.008,0.005,NA,0.508,0.204,NA
KIMBLE COUNTY,TX,White,1469,0.513,0.005,0.001,NA,0.378,0.361,NA
KING COUNTY,TX,Black,27,NA,0.022,0.007,NA,0.365,0.333,NA
KING COUNTY,TX,Hispanic,79,2.548,0.015,0.013,NA,0.267,0.333,NA
KING COUNTY,TX,White,476,2.705,0.008,0.004,NA,0.237,0.45,NA
KINNEY COUNTY,TX,Black,108,3.086,0.02,0.011,NA,0.227,0.273,NA
KINNEY COUNTY,TX,Hispanic,2227,1.377,0.019,0.015,NA,0.23,0.167,NA
KINNEY COUNTY,TX,White,1263,0.994,0.006,0.004,NA,0.204,0.308,NA
KLEBERG COUNTY,TX,Black,211,0.228,0.031,0.024,NA,0.243,0.121,0.114
KLEBERG COUNTY,TX,Hispanic,6482,0.38,0.027,0.024,NA,0.242,0.085,0.08
KLEBERG COUNTY,TX,White,1440,0.243,0.011,0.007,NA,0.182,0.184,0.125
KNOX COUNTY,TX,Black,71,0.464,0.031,0.011,NA,0.269,0.364,NA
KNOX COUNTY,TX,Hispanic,226,0.278,0.028,0.016,NA,0.201,0.344,NA
KNOX COUNTY,TX,White,1048,0.55,0.009,0.005,NA,0.228,0.356,NA
LAMAR COUNTY,TX,Black,781,0.158,0.053,0.025,NA,0.231,0.413,0.176
LAMAR COUNTY,TX,Hispanic,418,0.194,0.042,0.019,NA,0.3,0.352,0.211
LAMAR COUNTY,TX,White,5995,0.196,0.03,0.016,NA,0.207,0.431,0.194
LAMB COUNTY,TX,Black,276,0.707,0.022,0.01,NA,0.223,0.467,NA
LAMB COUNTY,TX,Hispanic,1673,0.334,0.019,0.011,NA,0.22,0.289,NA
LAMB COUNTY,TX,White,2732,0.579,0.011,0.006,NA,0.171,0.374,NA
LAMPASAS COUNTY,TX,Black,273,0.486,0.026,0.005,NA,0.352,0.611,NA
LAMPASAS COUNTY,TX,Hispanic,769,0.293,0.015,0.005,NA,0.361,0.536,NA
LAMPASAS COUNTY,TX,White,4005,0.328,0.013,0.004,NA,0.287,0.614,NA
LA SALLE COUNTY,TX,Black,182,6.276,0.001,0.001,NA,0.386,1.0,0.321
LA SALLE COUNTY,TX,Hispanic,5236,1.037,0.008,0.004,NA,0.382,0.2,0.147
LA SALLE COUNTY,TX,White,1905,2.269,0.003,0.001,NA,0.299,0.281,0.232
LAVACA COUNTY,TX,Black,216,0.231,0.006,0.002,NA,0.219,0.571,NA
LAVACA COUNTY,TX,Hispanic,690,0.31,0.004,0.002,NA,0.267,0.286,NA
LAVACA COUNTY,TX,White,2135,0.176,0.003,0.001,NA,0.213,0.4,NA
LEE COUNTY,TX,Black,537,0.36,0.027,0.013,NA,0.637,0.444,NA
LEE COUNTY,TX,Hispanic,946,0.367,0.021,0.008,NA,0.67,0.418,NA
LEE COUNTY,TX,White,3302,0.366,0.009,0.003,NA,0.588,0.468,NA
LEON COUNTY,TX,Black,2300,2.334,0.014,0.006,NA,0.136,0.472,0.274
LEON COUNTY,TX,Hispanic,1549,1.022,0.014,0.007,NA,0.187,0.393,0.204
LEON COUNTY,TX,White,4265,0.397,0.006,0.002,NA,0.116,0.46,0.312
LIBERTY COUNTY,TX,Black,2309,0.351,0.043,0.024,NA,0.225,0.559,0.265
LIBERTY COUNTY,TX,Hispanic,1864,0.178,0.02,0.013,NA,0.3,0.267,0.278
LIBERTY COUNTY,TX,White,8189,0.195,0.013,0.006,NA,0.223,0.499,0.354
LIMESTONE COUNTY,TX,Black,838,0.264,0.037,0.011,NA,0.187,0.414,NA
LIMESTONE COUNTY,TX,Hispanic,708,0.222,0.044,0.011,NA,0.214,0.314,NA
LIMESTONE COUNTY,TX,White,2883,0.241,0.015,0.004,NA,0.141,0.44,NA
LIPSCOMB COUNTY,TX,Black,1,0.067,0.0,0.0,NA,0.0,NA,NA
LIPSCOMB COUNTY,TX,Hispanic,57,0.079,0.01,0.003,NA,0.422,0.333,NA
LIPSCOMB COUNTY,TX,White,162,0.088,0.005,0.002,NA,0.258,0.25,NA
LIVE OAK COUNTY,TX,Black,306,0.654,0.007,0.003,NA,0.61,0.273,0.223
LIVE OAK COUNTY,TX,Hispanic,4944,1.46,0.007,0.006,NA,0.586,0.129,0.136
LIVE OAK COUNTY,TX,White,3075,0.533,0.003,0.001,NA,0.539,0.348,0.221
LLANO COUNTY,TX,Black,80,0.645,0.033,0.005,NA,0.244,0.462,NA
LLANO COUNTY,TX,Hispanic,481,0.392,0.018,0.007,NA,0.247,0.341,NA
LLANO COUNTY,TX,White,2885,0.192,0.014,0.007,NA,0.211,0.406,NA
LOVING COUNTY,TX,Black,1,NA,0.333,0.167,NA,1.0,0.5,NA
LOVING COUNTY,TX,Hispanic,7,0.438,0.083,0.028,NA,0.9,0.333,NA
LOVING COUNTY,TX,White,8,0.157,0.1,0.0,NA,0.769,0.25,NA
LUBBOCK COUNTY,TX,Black,999,0.066,0.054,0.021,NA,0.194,0.372,0.141
LUBBOCK COUNTY,TX,Hispanic,5070,0.075,0.052,0.022,NA,0.217,0.324,0.155
LUBBOCK COUNTY,TX,White,8388,0.062,0.024,0.01,NA,0.17,0.342,0.187
LYNN COUNTY,TX,Black,133,1.462,0.051,0.02,NA,0.38,0.324,NA
LYNN COUNTY,TX,Hispanic,835,0.441,0.027,0.016,NA,0.366,0.474,NA
LYNN COUNTY,TX,White,1399,0.599,0.01,0.004,NA,0.301,0.603,NA
MCCULLOCH COUNTY,TX,Black,213,1.664,0.006,0.002,NA,0.458,0.667,NA
MCCULLOCH COUNTY,TX,Hispanic,1091,0.602,0.009,0.005,NA,0.416,0.255,NA
MCCULLOCH COUNTY,TX,White,3180,0.702,0.005,0.002,NA,0.364,0.278,NA
MCLENNAN COUNTY,TX,Black,2455,0.094,0.054,0.019,NA,0.265,0.458,0.202
MCLENNAN COUNTY,TX,Hispanic,3464,0.086,0.047,0.025,NA,0.317,0.278,0.186
MCLENNAN COUNTY,TX,White,9818,0.085,0.024,0.01,NA,0.245,0.397,0.235
MCMULLEN COUNTY,TX,Black,60,8.571,0.01,0.007,NA,0.375,0.0,NA
MCMULLEN COUNTY,TX,Hispanic,978,4.351,0.023,0.016,NA,0.478,0.234,NA
MCMULLEN COUNTY,TX,White,761,1.939,0.01,0.004,NA,0.433,0.324,NA
MADISON COUNTY,TX,Black,861,0.381,0.079,0.027,NA,0.301,0.613,NA
MADISON COUNTY,TX,Hispanic,827,0.368,0.06,0.024,NA,0.314,0.416,NA
MADISON COUNTY,TX,White,2609,0.402,0.035,0.012,NA,0.224,0.613,NA
MARION COUNTY,TX,Black,838,0.466,0.027,0.008,NA,0.228,0.393,NA
MARION COUNTY,TX,Hispanic,344,1.318,0.023,0.011,NA,0.298,0.282,NA
MARION COUNTY,TX,White,3032,0.484,0.019,0.006,NA,0.241,0.326,NA
MARTIN COUNTY,TX,Black,218,4.192,0.031,0.01,NA,0.521,0.353,NA
MARTIN COUNTY,TX,Hispanic,1338,0.817,0.024,0.006,NA,0.496,0.283,NA
MARTIN COUNTY,TX,White,1796,0.854,0.015,0.005,NA,0.46,0.333,NA
MASON COUNTY,TX,Black,71,5.071,0.008,0.006,NA,0.5,0.0,NA
MASON COUNTY,TX,Hispanic,519,0.729,0.018,0.008,NA,0.423,0.0,NA
MASON COUNTY,TX,White,1330,0.515,0.007,0.003,NA,0.308,0.021,NA
MATAGORDA COUNTY,TX,Black,679,0.221,0.025,0.011,NA,0.171,0.477,NA
MATAGORDA COUNTY,TX,Hispanic,1958,0.193,0.024,0.01,NA,0.204,0.526,NA
MATAGORDA COUNTY,TX,White,2845,0.2,0.014,0.005,NA,0.139,0.602,NA
MAVERICK COUNTY,TX,Black,129,1.466,0.011,0.006,NA,0.211,0.0,0.203
MAVERICK COUNTY,TX,Hispanic,10154,0.264,0.015,0.009,NA,0.25,0.158,0.119
MAVERICK COUNTY,TX,White,1164,0.908,0.008,0.005,NA,0.206,0.111,0.171
MEDINA COUNTY,TX,Black,366,0.399,0.02,0.008,NA,0.294,0.216,0.219
MEDINA COUNTY,TX,Hispanic,8099,0.455,0.023,0.011,NA,0.347,0.241,0.16
MEDINA COUNTY,TX,White,6543,0.366,0.016,0.006,NA,0.238,0.318,0.177
MENARD COUNTY,TX,Black,33,1.941,0.006,0.006,NA,0.515,0.0,NA
MENARD COUNTY,TX,Hispanic,244,0.392,0.007,0.004,NA,0.543,0.25,NA
MENARD COUNTY,TX,White,454,0.386,0.001,0.001,NA,0.421,0.0,NA
MIDLAND COUNTY,TX,Black,675,0.097,0.054,0.024,NA,0.393,0.359,0.147
MIDLAND COUNTY,TX,Hispanic,5287,0.124,0.039,0.018,NA,0.422,0.322,0.189
MIDLAND COUNTY,TX,White,5427,0.089,0.025,0.011,NA,0.352,0.373,0.193
MILAM COUNTY,TX,Black,837,0.494,0.03,0.012,NA,0.293,0.378,NA
MILAM COUNTY,TX,Hispanic,1108,0.279,0.034,0.015,NA,0.32,0.253,NA
MILAM COUNTY,TX,White,3985,0.307,0.017,0.006,NA,0.256,0.368,NA
MILLS COUNTY,TX,Black,98,7.0,0.03,0.01,NA,0.324,0.667,NA
MILLS COUNTY,TX,Hispanic,285,0.461,0.015,0.006,NA,0.328,0.273,NA
MILLS COUNTY,TX,White,1491,0.462,0.006,0.001,NA,0.226,0.37,NA
MITCHELL COUNTY,TX,Black,328,0.361,0.037,0.019,NA,0.316,0.344,NA
MITCHELL COUNTY,TX,Hispanic,1236,0.443,0.028,0.015,NA,0.329,0.285,NA
MITCHELL COUNTY,TX,White,2509,0.669,0.018,0.01,NA,0.246,0.382,NA
MONTAGUE COUNTY,TX,Black,678,15.089,0.048,0.018,NA,0.186,0.531,0.181
MONTAGUE COUNTY,TX,Hispanic,1103,0.864,0.031,0.018,NA,0.235,0.439,0.256
MONTAGUE COUNTY,TX,White,6514,0.469,0.014,0.007,NA,0.148,0.602,0.363
MONTGOMERY COUNTY,TX,Black,5698,0.35,0.043,0.019,NA,0.386,0.437,0.18
MONTGOMERY COUNTY,TX,Hispanic,12265,0.166,0.028,0.011,NA,0.398,0.408,0.257
MONTGOMERY COUNTY,TX,White,34761,0.125,0.028,0.013,NA,0.341,0.417,0.172
MOORE COUNTY,TX,Black,338,0.885,0.045,0.014,NA,0.228,0.434,NA
MOORE COUNTY,TX,Hispanic,2891,0.369,0.048,0.013,NA,0.206,0.382,NA
MOORE COUNTY,TX,White,3630,0.572,0.035,0.014,NA,0.117,0.532,NA
MORRIS COUNTY,TX,Black,854,0.378,0.03,0.011,NA,0.096,0.154,NA
MORRIS COUNTY,TX,Hispanic,310,0.455,0.041,0.027,NA,0.126,0.127,NA
MORRIS COUNTY,TX,White,2631,0.378,0.016,0.007,NA,0.09,0.319,NA
MOTLEY COUNTY,TX,Black,18,0.857,0.022,0.022,NA,0.302,0.0,NA
MOTLEY COUNTY,TX,Hispanic,71,0.55,0.011,0.006,NA,0.332,0.5,NA
MOTLEY COUNTY,TX,White,294,0.364,0.004,0.003,NA,0.182,0.5,NA
NACOGDOCHES COUNTY,TX,Black,2309,0.258,0.018,0.008,NA,0.32,0.263,0.176
NACOGDOCHES COUNTY,TX,Hispanic,1833,0.239,0.019,0.012,NA,0.358,0.094,0.113
NACOGDOCHES COUNTY,TX,White,8450,0.255,0.006,0.002,NA,0.246,0.271,0.194
NAVARRO COUNTY,TX,Black,1977,0.401,0.056,0.024,NA,0.267,0.383,0.168
NAVARRO COUNTY,TX,Hispanic,1915,0.249,0.051,0.031,NA,0.25,0.262,0.159
NAVARRO COUNTY,TX,White,5219,0.224,0.022,0.009,NA,0.196,0.357,0.22
NEWTON COUNTY,TX,Black,690,0.3,0.014,0.005,NA,0.246,0.229,NA
NEWTON COUNTY,TX,Hispanic,186,0.577,0.008,0.005,NA,0.355,0.143,NA
NEWTON COUNTY,TX,White,3862,0.449,0.005,0.002,NA,0.262,0.25,NA
NOLAN COUNTY,TX,Black,753,1.579,0.064,0.037,NA,0.257,0.43,0.159
NOLAN COUNTY,TX,Hispanic,2210,0.596,0.044,0.027,NA,0.241,0.333,0.193
NOLAN COUNTY,TX,White,5406,0.749,0.023,0.013,NA,0.182,0.392,0.236
NUECES COUNTY,TX,Black,488,0.048,0.012,0.006,NA,0.377,0.5,0.239
NUECES COUNTY,TX,Hispanic,8623,0.054,0.009,0.006,NA,0.36,0.18,0.165
NUECES COUNTY,TX,White,4597,0.049,0.005,0.001,NA,0.294,0.438,0.256
OCHILTREE COUNTY,TX,Black,18,0.643,0.022,0.011,NA,0.483,0.5,NA
OCHILTREE COUNTY,TX,Hispanic,752,0.219,0.005,0.001,NA,0.394,0.222,NA
OCHILTREE COUNTY,TX,White,1320,0.329,0.004,0.001,NA,0.346,0.458,NA
OLDHAM COUNTY,TX,Black,586,15.838,0.119,0.065,NA,0.254,0.458,NA
OLDHAM COUNTY,TX,Hispanic,1153,5.736,0.068,0.052,NA,0.313,0.27,NA
OLDHAM COUNTY,TX,White,3231,2.479,0.034,0.017,NA,0.217,0.469,NA
ORANGE COUNTY,TX,Black,1672,0.318,0.024,0.014,NA,0.367,0.176,0.158
ORANGE COUNTY,TX,Hispanic,1100,0.301,0.018,0.009,NA,0.363,0.163,0.129
ORANGE COUNTY,TX,White,10400,0.191,0.012,0.004,NA,0.253,0.264,0.163
PALO PINTO COUNTY,TX,Black,640,1.425,0.04,0.013,NA,0.346,0.643,0.223
PALO PINTO COUNTY,TX,Hispanic,1732,0.491,0.026,0.016,NA,0.34,0.432,0.261
PALO PINTO COUNTY,TX,White,6181,0.353,0.014,0.007,NA,0.229,0.557,0.332
PANOLA COUNTY,TX,Black,1519,0.514,0.017,0.007,NA,0.23,0.326,0.191
PANOLA COUNTY,TX,Hispanic,717,0.565,0.016,0.008,NA,0.271,0.105,0.129
PANOLA COUNTY,TX,White,5200,0.367,0.007,0.002,NA,0.183,0.233,0.192
PARKER COUNTY,TX,Black,1089,0.767,0.031,0.013,NA,0.293,0.357,0.167
PARKER COUNTY,TX,Hispanic,3658,0.404,0.024,0.011,NA,0.347,0.344,0.183
PARKER COUNTY,TX,White,21455,0.26,0.014,0.006,NA,0.288,0.368,0.206
PARMER COUNTY,TX,Black,71,0.899,0.017,0.003,NA,0.249,0.333,NA
PARMER COUNTY,TX,Hispanic,1279,0.305,0.021,0.008,NA,0.268,0.341,NA
